Key Type,Key,1.21.8 en_us,1.21.8 zh_cn
block,banner.skull.orange,Orange Skull Charge,橙色头颅盾徽
block,banner.skull.pink,Pink Skull Charge,粉红色头颅盾徽
block,banner.skull.purple,Purple Skull Charge,紫色头颅盾徽
block,banner.skull.red,Red Skull Charge,红色头颅盾徽
block,banner.skull.white,White Skull Charge,白色头颅盾徽
block,banner.skull.yellow,Yellow Skull Charge,黄色头颅盾徽
block,banner.small_stripes.black,Black Paly,黑竖条纹
block,banner.small_stripes.blue,Blue Paly,蓝竖条纹
block,banner.small_stripes.brown,Brown Paly,棕竖条纹
block,banner.small_stripes.cyan,Cyan Paly,青竖条纹
block,banner.small_stripes.gray,Gray Paly,灰竖条纹
block,banner.small_stripes.green,Green Paly,绿竖条纹
block,banner.small_stripes.light_blue,Light Blue Paly,淡蓝竖条纹
block,banner.small_stripes.light_gray,Light Gray Paly,淡灰竖条纹
block,banner.small_stripes.lime,Lime Paly,黄绿竖条纹
block,banner.small_stripes.magenta,Magenta Paly,品红竖条纹
block,banner.small_stripes.orange,Orange Paly,橙竖条纹
block,banner.small_stripes.pink,Pink Paly,粉红竖条纹
block,banner.small_stripes.purple,Purple Paly,紫竖条纹
block,banner.small_stripes.red,Red Paly,红竖条纹
block,banner.small_stripes.white,White Paly,白竖条纹
block,banner.small_stripes.yellow,Yellow Paly,黄竖条纹
block,banner.square_bottom_left.black,Black Base Dexter Canton,右底黑方
block,banner.square_bottom_left.blue,Blue Base Dexter Canton,右底蓝方
block,banner.square_bottom_left.brown,Brown Base Dexter Canton,右底棕方
block,banner.square_bottom_left.cyan,Cyan Base Dexter Canton,右底青方
block,banner.square_bottom_left.gray,Gray Base Dexter Canton,右底灰方
block,banner.square_bottom_left.green,Green Base Dexter Canton,右底绿方
block,banner.square_bottom_left.light_blue,Light Blue Base Dexter Canton,右底淡蓝方
block,banner.square_bottom_left.light_gray,Light Gray Base Dexter Canton,右底淡灰方
block,banner.square_bottom_left.lime,Lime Base Dexter Canton,右底黄绿方
block,banner.square_bottom_left.magenta,Magenta Base Dexter Canton,右底品红方
block,banner.square_bottom_left.orange,Orange Base Dexter Canton,右底橙方
block,banner.square_bottom_left.pink,Pink Base Dexter Canton,右底粉红方
block,banner.square_bottom_left.purple,Purple Base Dexter Canton,右底紫方
block,banner.square_bottom_left.red,Red Base Dexter Canton,右底红方
block,banner.square_bottom_left.white,White Base Dexter Canton,右底白方
block,banner.square_bottom_left.yellow,Yellow Base Dexter Canton,右底黄方
block,banner.square_bottom_right.black,Black Base Sinister Canton,左底黑方
block,banner.square_bottom_right.blue,Blue Base Sinister Canton,左底蓝方
block,banner.square_bottom_right.brown,Brown Base Sinister Canton,左底棕方
block,banner.square_bottom_right.cyan,Cyan Base Sinister Canton,左底青方
block,banner.square_bottom_right.gray,Gray Base Sinister Canton,左底灰方
block,banner.square_bottom_right.green,Green Base Sinister Canton,左底绿方
block,banner.square_bottom_right.light_blue,Light Blue Base Sinister Canton,左底淡蓝方
block,banner.square_bottom_right.light_gray,Light Gray Base Sinister Canton,左底淡灰方
block,banner.square_bottom_right.lime,Lime Base Sinister Canton,左底黄绿方
block,banner.square_bottom_right.magenta,Magenta Base Sinister Canton,左底品红方
block,banner.square_bottom_right.orange,Orange Base Sinister Canton,左底橙方
block,banner.square_bottom_right.pink,Pink Base Sinister Canton,左底粉红方
block,banner.square_bottom_right.purple,Purple Base Sinister Canton,左底紫方
block,banner.square_bottom_right.red,Red Base Sinister Canton,左底红方
block,banner.square_bottom_right.white,White Base Sinister Canton,左底白方
block,banner.square_bottom_right.yellow,Yellow Base Sinister Canton,左底黄方
block,banner.square_top_left.black,Black Chief Dexter Canton,右顶黑方
block,banner.square_top_left.blue,Blue Chief Dexter Canton,右顶蓝方
block,banner.square_top_left.brown,Brown Chief Dexter Canton,右顶棕方
block,banner.square_top_left.cyan,Cyan Chief Dexter Canton,右顶青方
block,banner.square_top_left.gray,Gray Chief Dexter Canton,右顶灰方
block,banner.square_top_left.green,Green Chief Dexter Canton,右顶绿方
block,banner.square_top_left.light_blue,Light Blue Chief Dexter Canton,右顶淡蓝方
block,banner.square_top_left.light_gray,Light Gray Chief Dexter Canton,右顶淡灰方
block,banner.square_top_left.lime,Lime Chief Dexter Canton,右顶黄绿方
block,banner.square_top_left.magenta,Magenta Chief Dexter Canton,右顶品红方
block,banner.square_top_left.orange,Orange Chief Dexter Canton,右顶橙方
block,banner.square_top_left.pink,Pink Chief Dexter Canton,右顶粉红方
block,banner.square_top_left.purple,Purple Chief Dexter Canton,右顶紫方
block,banner.square_top_left.red,Red Chief Dexter Canton,右顶红方
block,banner.square_top_left.white,White Chief Dexter Canton,右顶白方
block,banner.square_top_left.yellow,Yellow Chief Dexter Canton,右顶黄方
block,banner.square_top_right.black,Black Chief Sinister Canton,左顶黑方
block,banner.square_top_right.blue,Blue Chief Sinister Canton,左顶蓝方
block,banner.square_top_right.brown,Brown Chief Sinister Canton,左顶棕方
block,banner.square_top_right.cyan,Cyan Chief Sinister Canton,左顶青方
block,banner.square_top_right.gray,Gray Chief Sinister Canton,左顶灰方
block,banner.square_top_right.green,Green Chief Sinister Canton,左顶绿方
block,banner.square_top_right.light_blue,Light Blue Chief Sinister Canton,左顶淡蓝方
block,banner.square_top_right.light_gray,Light Gray Chief Sinister Canton,左顶淡灰方
block,banner.square_top_right.lime,Lime Chief Sinister Canton,左顶黄绿方
block,banner.square_top_right.magenta,Magenta Chief Sinister Canton,左顶品红方
block,banner.square_top_right.orange,Orange Chief Sinister Canton,左顶橙方
block,banner.square_top_right.pink,Pink Chief Sinister Canton,左顶粉红方
block,banner.square_top_right.purple,Purple Chief Sinister Canton,左顶紫方
block,banner.square_top_right.red,Red Chief Sinister Canton,左顶红方
block,banner.square_top_right.white,White Chief Sinister Canton,左顶白方
block,banner.square_top_right.yellow,Yellow Chief Sinister Canton,左顶黄方
block,banner.straight_cross.black,Black Cross,黑正十字
block,banner.straight_cross.blue,Blue Cross,蓝正十字
block,banner.straight_cross.brown,Brown Cross,棕正十字
block,banner.straight_cross.cyan,Cyan Cross,青正十字
block,banner.straight_cross.gray,Gray Cross,灰正十字
block,banner.straight_cross.green,Green Cross,绿正十字
block,banner.straight_cross.light_blue,Light Blue Cross,淡蓝正十字
block,banner.straight_cross.light_gray,Light Gray Cross,淡灰正十字
block,banner.straight_cross.lime,Lime Cross,黄绿正十字
block,banner.straight_cross.magenta,Magenta Cross,品红正十字
block,banner.straight_cross.orange,Orange Cross,橙正十字
block,banner.straight_cross.pink,Pink Cross,粉红正十字
block,banner.straight_cross.purple,Purple Cross,紫正十字
block,banner.straight_cross.red,Red Cross,红正十字
block,banner.straight_cross.white,White Cross,白正十字
block,banner.straight_cross.yellow,Yellow Cross,黄正十字
block,banner.stripe_bottom.black,Black Base,底黑横条
block,banner.stripe_bottom.blue,Blue Base,底蓝横条
block,banner.stripe_bottom.brown,Brown Base,底棕横条
block,banner.stripe_bottom.cyan,Cyan Base,底青横条
block,banner.stripe_bottom.gray,Gray Base,底灰横条
block,banner.stripe_bottom.green,Green Base,底绿横条
block,banner.stripe_bottom.light_blue,Light Blue Base,底淡蓝横条
block,banner.stripe_bottom.light_gray,Light Gray Base,底淡灰横条
block,banner.stripe_bottom.lime,Lime Base,底黄绿横条
block,banner.stripe_bottom.magenta,Magenta Base,底品红横条
block,banner.stripe_bottom.orange,Orange Base,底橙横条
block,banner.stripe_bottom.pink,Pink Base,底粉红横条
block,banner.stripe_bottom.purple,Purple Base,底紫横条
block,banner.stripe_bottom.red,Red Base,底红横条
block,banner.stripe_bottom.white,White Base,底白横条
block,banner.stripe_bottom.yellow,Yellow Base,底黄横条
block,banner.stripe_center.black,Black Pale,中黑竖条
block,banner.stripe_center.blue,Blue Pale,中蓝竖条
block,banner.stripe_center.brown,Brown Pale,中棕竖条
block,banner.stripe_center.cyan,Cyan Pale,中青竖条
block,banner.stripe_center.gray,Gray Pale,中灰竖条
block,banner.stripe_center.green,Green Pale,中绿竖条
block,banner.stripe_center.light_blue,Light Blue Pale,中淡蓝竖条
block,banner.stripe_center.light_gray,Light Gray Pale,中淡灰竖条
block,banner.stripe_center.lime,Lime Pale,中黄绿竖条
block,banner.stripe_center.magenta,Magenta Pale,中品红竖条
block,banner.stripe_center.orange,Orange Pale,中橙竖条
block,banner.stripe_center.pink,Pink Pale,中粉红竖条
block,banner.stripe_center.purple,Purple Pale,中紫竖条
block,banner.stripe_center.red,Red Pale,中红竖条
block,banner.stripe_center.white,White Pale,中白竖条
block,banner.stripe_center.yellow,Yellow Pale,中黄竖条
block,banner.stripe_downleft.black,Black Bend Sinister,左黑斜条
block,banner.stripe_downleft.blue,Blue Bend Sinister,左蓝斜条
block,banner.stripe_downleft.brown,Brown Bend Sinister,左棕斜条
block,banner.stripe_downleft.cyan,Cyan Bend Sinister,左青斜条
block,banner.stripe_downleft.gray,Gray Bend Sinister,左灰斜条
block,banner.stripe_downleft.green,Green Bend Sinister,左绿斜条
block,banner.stripe_downleft.light_blue,Light Blue Bend Sinister,左淡蓝斜条
block,banner.stripe_downleft.light_gray,Light Gray Bend Sinister,左淡灰斜条
block,banner.stripe_downleft.lime,Lime Bend Sinister,左黄绿斜条
block,banner.stripe_downleft.magenta,Magenta Bend Sinister,左品红斜条
block,banner.stripe_downleft.orange,Orange Bend Sinister,左橙斜条
block,banner.stripe_downleft.pink,Pink Bend Sinister,左粉红斜条
block,banner.stripe_downleft.purple,Purple Bend Sinister,左紫斜条
block,banner.stripe_downleft.red,Red Bend Sinister,左红斜条
block,banner.stripe_downleft.white,White Bend Sinister,左白斜条
block,banner.stripe_downleft.yellow,Yellow Bend Sinister,左黄斜条
block,banner.stripe_downright.black,Black Bend,右黑斜条
block,banner.stripe_downright.blue,Blue Bend,右蓝斜条
block,banner.stripe_downright.brown,Brown Bend,右棕斜条
block,banner.stripe_downright.cyan,Cyan Bend,右青斜条
block,banner.stripe_downright.gray,Gray Bend,右灰斜条
block,banner.stripe_downright.green,Green Bend,右绿斜条
block,banner.stripe_downright.light_blue,Light Blue Bend,右淡蓝斜条
block,banner.stripe_downright.light_gray,Light Gray Bend,右淡灰斜条
block,banner.stripe_downright.lime,Lime Bend,右黄绿斜条
block,banner.stripe_downright.magenta,Magenta Bend,右品红斜条
block,banner.stripe_downright.orange,Orange Bend,右橙斜条
block,banner.stripe_downright.pink,Pink Bend,右粉红斜条
block,banner.stripe_downright.purple,Purple Bend,右紫斜条
block,banner.stripe_downright.red,Red Bend,右红斜条
block,banner.stripe_downright.white,White Bend,右白斜条
block,banner.stripe_downright.yellow,Yellow Bend,右黄斜条
block,banner.stripe_left.black,Black Pale Dexter,右黑竖条
block,banner.stripe_left.blue,Blue Pale Dexter,右蓝竖条
block,banner.stripe_left.brown,Brown Pale Dexter,右棕竖条
block,banner.stripe_left.cyan,Cyan Pale Dexter,右青竖条
block,banner.stripe_left.gray,Gray Pale Dexter,右灰竖条
block,banner.stripe_left.green,Green Pale Dexter,右绿竖条
block,banner.stripe_left.light_blue,Light Blue Pale Dexter,右淡蓝竖条
block,banner.stripe_left.light_gray,Light Gray Pale Dexter,右淡灰竖条
block,banner.stripe_left.lime,Lime Pale Dexter,右黄绿竖条
block,banner.stripe_left.magenta,Magenta Pale Dexter,右品红竖条
block,banner.stripe_left.orange,Orange Pale Dexter,右橙竖条
block,banner.stripe_left.pink,Pink Pale Dexter,右粉红竖条
block,banner.stripe_left.purple,Purple Pale Dexter,右紫竖条
block,banner.stripe_left.red,Red Pale Dexter,右红竖条
block,banner.stripe_left.white,White Pale Dexter,右白竖条
block,banner.stripe_left.yellow,Yellow Pale Dexter,右黄竖条
block,banner.stripe_middle.black,Black Fess,中黑横条
block,banner.stripe_middle.blue,Blue Fess,中蓝横条
block,banner.stripe_middle.brown,Brown Fess,中棕横条
block,banner.stripe_middle.cyan,Cyan Fess,中青横条
block,banner.stripe_middle.gray,Gray Fess,中灰横条
block,banner.stripe_middle.green,Green Fess,中绿横条
block,banner.stripe_middle.light_blue,Light Blue Fess,中淡蓝横条
block,banner.stripe_middle.light_gray,Light Gray Fess,中淡灰横条
block,banner.stripe_middle.lime,Lime Fess,中黄绿横条
block,banner.stripe_middle.magenta,Magenta Fess,中品红横条
block,banner.stripe_middle.orange,Orange Fess,中橙横条
block,banner.stripe_middle.pink,Pink Fess,中粉红横条
block,banner.stripe_middle.purple,Purple Fess,中紫横条
block,banner.stripe_middle.red,Red Fess,中红横条
block,banner.stripe_middle.white,White Fess,中白横条
block,banner.stripe_middle.yellow,Yellow Fess,中黄横条
block,banner.stripe_right.black,Black Pale Sinister,左黑竖条
block,banner.stripe_right.blue,Blue Pale Sinister,左蓝竖条
block,banner.stripe_right.brown,Brown Pale Sinister,左棕竖条
block,banner.stripe_right.cyan,Cyan Pale Sinister,左青竖条
block,banner.stripe_right.gray,Gray Pale Sinister,左灰竖条
block,banner.stripe_right.green,Green Pale Sinister,左绿竖条
block,banner.stripe_right.light_blue,Light Blue Pale Sinister,左淡蓝竖条
block,banner.stripe_right.light_gray,Light Gray Pale Sinister,左淡灰竖条
block,banner.stripe_right.lime,Lime Pale Sinister,左黄绿竖条
block,banner.stripe_right.magenta,Magenta Pale Sinister,左品红竖条
block,banner.stripe_right.orange,Orange Pale Sinister,左橙竖条
block,banner.stripe_right.pink,Pink Pale Sinister,左粉红竖条
block,banner.stripe_right.purple,Purple Pale Sinister,左紫竖条
block,banner.stripe_right.red,Red Pale Sinister,左红竖条
block,banner.stripe_right.white,White Pale Sinister,左白竖条
block,banner.stripe_right.yellow,Yellow Pale Sinister,左黄竖条
block,banner.stripe_top.black,Black Chief,顶黑横条
block,banner.stripe_top.blue,Blue Chief,顶蓝横条
block,banner.stripe_top.brown,Brown Chief,顶棕横条
block,banner.stripe_top.cyan,Cyan Chief,顶青横条
block,banner.stripe_top.gray,Gray Chief,顶灰横条
block,banner.stripe_top.green,Green Chief,顶绿横条
block,banner.stripe_top.light_blue,Light Blue Chief,顶淡蓝横条
block,banner.stripe_top.light_gray,Light Gray Chief,顶淡灰横条
block,banner.stripe_top.lime,Lime Chief,顶黄绿横条
block,banner.stripe_top.magenta,Magenta Chief,顶品红横条
block,banner.stripe_top.orange,Orange Chief,顶橙横条
block,banner.stripe_top.pink,Pink Chief,顶粉红横条
block,banner.stripe_top.purple,Purple Chief,顶紫横条
block,banner.stripe_top.red,Red Chief,顶红横条
block,banner.stripe_top.white,White Chief,顶白横条
block,banner.stripe_top.yellow,Yellow Chief,顶黄横条
block,banner.triangle_bottom.black,Black Chevron,底黑三角
block,banner.triangle_bottom.blue,Blue Chevron,底蓝三角
block,banner.triangle_bottom.brown,Brown Chevron,底棕三角
block,banner.triangle_bottom.cyan,Cyan Chevron,底青三角
block,banner.triangle_bottom.gray,Gray Chevron,底灰三角
block,banner.triangle_bottom.green,Green Chevron,底绿三角
block,banner.triangle_bottom.light_blue,Light Blue Chevron,底淡蓝三角
block,banner.triangle_bottom.light_gray,Light Gray Chevron,底淡灰三角
block,banner.triangle_bottom.lime,Lime Chevron,底黄绿三角
block,banner.triangle_bottom.magenta,Magenta Chevron,底品红三角
block,banner.triangle_bottom.orange,Orange Chevron,底橙三角
block,banner.triangle_bottom.pink,Pink Chevron,底粉红三角
block,banner.triangle_bottom.purple,Purple Chevron,底紫三角
block,banner.triangle_bottom.red,Red Chevron,底红三角
block,banner.triangle_bottom.white,White Chevron,底白三角
block,banner.triangle_bottom.yellow,Yellow Chevron,底黄三角
block,banner.triangle_top.black,Black Inverted Chevron,顶黑三角
block,banner.triangle_top.blue,Blue Inverted Chevron,顶蓝三角
block,banner.triangle_top.brown,Brown Inverted Chevron,顶棕三角
block,banner.triangle_top.cyan,Cyan Inverted Chevron,顶青三角
block,banner.triangle_top.gray,Gray Inverted Chevron,顶灰三角
block,banner.triangle_top.green,Green Inverted Chevron,顶绿三角
block,banner.triangle_top.light_blue,Light Blue Inverted Chevron,顶淡蓝三角
block,banner.triangle_top.light_gray,Light Gray Inverted Chevron,顶淡灰三角
block,banner.triangle_top.lime,Lime Inverted Chevron,顶黄绿三角
block,banner.triangle_top.magenta,Magenta Inverted Chevron,顶品红三角
block,banner.triangle_top.orange,Orange Inverted Chevron,顶橙三角
block,banner.triangle_top.pink,Pink Inverted Chevron,顶粉红三角
block,banner.triangle_top.purple,Purple Inverted Chevron,顶紫三角
block,banner.triangle_top.red,Red Inverted Chevron,顶红三角
block,banner.triangle_top.white,White Inverted Chevron,顶白三角
block,banner.triangle_top.yellow,Yellow Inverted Chevron,顶黄三角
block,banner.triangles_bottom.black,Black Base Indented,黑色底波纹
block,banner.triangles_bottom.blue,Blue Base Indented,蓝色底波纹
block,banner.triangles_bottom.brown,Brown Base Indented,棕色底波纹
block,banner.triangles_bottom.cyan,Cyan Base Indented,青色底波纹
block,banner.triangles_bottom.gray,Gray Base Indented,灰色底波纹
block,banner.triangles_bottom.green,Green Base Indented,绿色底波纹
block,banner.triangles_bottom.light_blue,Light Blue Base Indented,淡蓝色底波纹
block,banner.triangles_bottom.light_gray,Light Gray Base Indented,淡灰色底波纹
block,banner.triangles_bottom.lime,Lime Base Indented,黄绿色底波纹
block,banner.triangles_bottom.magenta,Magenta Base Indented,品红色底波纹
block,banner.triangles_bottom.orange,Orange Base Indented,橙色底波纹
block,banner.triangles_bottom.pink,Pink Base Indented,粉红色底波纹
block,banner.triangles_bottom.purple,Purple Base Indented,紫色底波纹
block,banner.triangles_bottom.red,Red Base Indented,红色底波纹
block,banner.triangles_bottom.white,White Base Indented,白色底波纹
block,banner.triangles_bottom.yellow,Yellow Base Indented,黄色底波纹
block,banner.triangles_top.black,Black Chief Indented,黑色顶波纹
block,banner.triangles_top.blue,Blue Chief Indented,蓝色顶波纹
block,banner.triangles_top.brown,Brown Chief Indented,棕色顶波纹
block,banner.triangles_top.cyan,Cyan Chief Indented,青色顶波纹
block,banner.triangles_top.gray,Gray Chief Indented,灰色顶波纹
block,banner.triangles_top.green,Green Chief Indented,绿色顶波纹
block,banner.triangles_top.light_blue,Light Blue Chief Indented,淡蓝色顶波纹
block,banner.triangles_top.light_gray,Light Gray Chief Indented,淡灰色顶波纹
block,banner.triangles_top.lime,Lime Chief Indented,黄绿色顶波纹
block,banner.triangles_top.magenta,Magenta Chief Indented,品红色顶波纹
block,banner.triangles_top.orange,Orange Chief Indented,橙色顶波纹
block,banner.triangles_top.pink,Pink Chief Indented,粉红色顶波纹
block,banner.triangles_top.purple,Purple Chief Indented,紫色顶波纹
block,banner.triangles_top.red,Red Chief Indented,红色顶波纹
block,banner.triangles_top.white,White Chief Indented,白色顶波纹
block,banner.triangles_top.yellow,Yellow Chief Indented,黄色顶波纹
block,barrel,Barrel,木桶
block,barrier,Barrier,屏障
block,basalt,Basalt,玄武岩
block,beacon,Beacon,信标
block,beacon.primary,Primary Power,主效果
block,beacon.secondary,Secondary Power,辅助效果
block,bed.no_sleep,You can sleep only at night or during thunderstorms,你只能在夜间或雷暴中入眠
block,bed.not_safe,You may not rest now; there are monsters nearby,你现在不能休息，周围有怪物在游荡
block,bed.obstructed,This bed is obstructed,这张床已被阻挡
block,bed.occupied,This bed is occupied,这张床已被占用
block,bed.too_far_away,You may not rest now; the bed is too far away,你现在不能休息，床太远了
block,bedrock,Bedrock,基岩
block,bee_nest,Bee Nest,蜂巢
block,beehive,Beehive,蜂箱
block,beetroots,Beetroots,甜菜根
block,bell,Bell,钟
block,big_dripleaf,Big Dripleaf,大型垂滴叶
block,big_dripleaf_stem,Big Dripleaf Stem,大型垂滴叶茎
block,birch_button,Birch Button,白桦木按钮
block,birch_door,Birch Door,白桦木门
block,birch_fence,Birch Fence,白桦木栅栏
block,birch_fence_gate,Birch Fence Gate,白桦木栅栏门
block,birch_hanging_sign,Birch Hanging Sign,悬挂式白桦木告示牌
block,birch_leaves,Birch Leaves,白桦树叶
block,birch_log,Birch Log,白桦原木
block,birch_planks,Birch Planks,白桦木板
block,birch_pressure_plate,Birch Pressure Plate,白桦木压力板
block,birch_sapling,Birch Sapling,白桦树苗
block,birch_sign,Birch Sign,白桦木告示牌
block,birch_slab,Birch Slab,白桦木台阶
block,birch_stairs,Birch Stairs,白桦木楼梯
block,birch_trapdoor,Birch Trapdoor,白桦木活板门
block,birch_wall_hanging_sign,Birch Wall Hanging Sign,墙上的悬挂式白桦木告示牌
block,birch_wall_sign,Birch Wall Sign,墙上的白桦木告示牌
block,birch_wood,Birch Wood,白桦木
block,black_banner,Black Banner,黑色旗帜
block,black_bed,Black Bed,黑色床
block,black_candle,Black Candle,黑色蜡烛
block,black_candle_cake,Cake with Black Candle,插上黑色蜡烛的蛋糕
block,black_carpet,Black Carpet,黑色地毯
block,black_concrete,Black Concrete,黑色混凝土
block,black_concrete_powder,Black Concrete Powder,黑色混凝土粉末
block,black_glazed_terracotta,Black Glazed Terracotta,黑色带釉陶瓦
block,black_shulker_box,Black Shulker Box,黑色潜影盒
block,black_stained_glass,Black Stained Glass,黑色染色玻璃
block,black_stained_glass_pane,Black Stained Glass Pane,黑色染色玻璃板
block,black_terracotta,Black Terracotta,黑色陶瓦
block,black_wool,Black Wool,黑色羊毛
block,blackstone,Blackstone,黑石
block,blackstone_slab,Blackstone Slab,黑石台阶
block,blackstone_stairs,Blackstone Stairs,黑石楼梯
block,blackstone_wall,Blackstone Wall,黑石墙
block,blast_furnace,Blast Furnace,高炉
block,blue_banner,Blue Banner,蓝色旗帜
block,blue_bed,Blue Bed,蓝色床
block,blue_candle,Blue Candle,蓝色蜡烛
block,blue_candle_cake,Cake with Blue Candle,插上蓝色蜡烛的蛋糕
block,blue_carpet,Blue Carpet,蓝色地毯
block,blue_concrete,Blue Concrete,蓝色混凝土
block,blue_concrete_powder,Blue Concrete Powder,蓝色混凝土粉末
block,blue_glazed_terracotta,Blue Glazed Terracotta,蓝色带釉陶瓦
block,blue_ice,Blue Ice,蓝冰
block,blue_orchid,Blue Orchid,兰花
block,blue_shulker_box,Blue Shulker Box,蓝色潜影盒
block,blue_stained_glass,Blue Stained Glass,蓝色染色玻璃
block,blue_stained_glass_pane,Blue Stained Glass Pane,蓝色染色玻璃板
block,blue_terracotta,Blue Terracotta,蓝色陶瓦
block,blue_wool,Blue Wool,蓝色羊毛
block,bone_block,Bone Block,骨块
block,bookshelf,Bookshelf,书架
block,brain_coral,Brain Coral,脑纹珊瑚
block,brain_coral_block,Brain Coral Block,脑纹珊瑚块
block,brain_coral_fan,Brain Coral Fan,脑纹珊瑚扇
block,brain_coral_wall_fan,Brain Coral Wall Fan,墙上的脑纹珊瑚扇
block,brewing_stand,Brewing Stand,酿造台
block,brick_slab,Brick Slab,红砖台阶
block,brick_stairs,Brick Stairs,红砖楼梯
block,brick_wall,Brick Wall,红砖墙
block,bricks,Bricks,红砖块
block,brown_banner,Brown Banner,棕色旗帜
block,brown_bed,Brown Bed,棕色床
block,brown_candle,Brown Candle,棕色蜡烛
block,brown_candle_cake,Cake with Brown Candle,插上棕色蜡烛的蛋糕
block,brown_carpet,Brown Carpet,棕色地毯
block,brown_concrete,Brown Concrete,棕色混凝土
block,brown_concrete_powder,Brown Concrete Powder,棕色混凝土粉末
block,brown_glazed_terracotta,Brown Glazed Terracotta,棕色带釉陶瓦
block,brown_mushroom,Brown Mushroom,棕色蘑菇
block,brown_mushroom_block,Brown Mushroom Block,棕色蘑菇方块
block,brown_shulker_box,Brown Shulker Box,棕色潜影盒
block,brown_stained_glass,Brown Stained Glass,棕色染色玻璃
block,brown_stained_glass_pane,Brown Stained Glass Pane,棕色染色玻璃板
block,brown_terracotta,Brown Terracotta,棕色陶瓦
block,brown_wool,Brown Wool,棕色羊毛
block,bubble_column,Bubble Column,气泡柱
block,bubble_coral,Bubble Coral,气泡珊瑚
block,bubble_coral_block,Bubble Coral Block,气泡珊瑚块
block,bubble_coral_fan,Bubble Coral Fan,气泡珊瑚扇
block,bubble_coral_wall_fan,Bubble Coral Wall Fan,墙上的气泡珊瑚扇
block,budding_amethyst,Budding Amethyst,紫水晶母岩
block,bush,Bush,灌木丛
block,cactus,Cactus,仙人掌
block,cactus_flower,Cactus Flower,仙人掌花
block,cake,Cake,蛋糕
block,calcite,Calcite,方解石
block,calibrated_sculk_sensor,Calibrated Sculk Sensor,校频幽匿感测体
block,campfire,Campfire,营火
block,candle,Candle,蜡烛
block,candle_cake,Cake with Candle,插上蜡烛的蛋糕
block,carrots,Carrots,胡萝卜
block,cartography_table,Cartography Table,制图台
block,carved_pumpkin,Carved Pumpkin,雕刻南瓜
block,cauldron,Cauldron,炼药锅
block,cave_air,Cave Air,洞穴空气
block,cave_vines,Cave Vines,洞穴藤蔓
block,cave_vines_plant,Cave Vines Plant,洞穴藤蔓植株
block,chain,Chain,锁链
block,chain_command_block,Chain Command Block,连锁型命令方块
block,cherry_button,Cherry Button,樱花木按钮
block,cherry_door,Cherry Door,樱花木门
block,cherry_fence,Cherry Fence,樱花木栅栏
block,cherry_fence_gate,Cherry Fence Gate,樱花木栅栏门
block,cherry_hanging_sign,Cherry Hanging Sign,悬挂式樱花木告示牌
block,cherry_leaves,Cherry Leaves,樱花树叶
block,cherry_log,Cherry Log,樱花原木
block,cherry_planks,Cherry Planks,樱花木板
block,cherry_pressure_plate,Cherry Pressure Plate,樱花木压力板
block,cherry_sapling,Cherry Sapling,樱花树苗
block,cherry_sign,Cherry Sign,樱花木告示牌
block,cherry_slab,Cherry Slab,樱花木台阶
block,cherry_stairs,Cherry Stairs,樱花木楼梯
block,cherry_trapdoor,Cherry Trapdoor,樱花木活板门
block,cherry_wall_hanging_sign,Cherry Wall Hanging Sign,墙上的悬挂式樱花木告示牌
block,cherry_wall_sign,Cherry Wall Sign,墙上的樱花木告示牌
block,cherry_wood,Cherry Wood,樱花木
block,chest,Chest,箱子
block,chipped_anvil,Chipped Anvil,开裂的铁砧
block,chiseled_bookshelf,Chiseled Bookshelf,雕纹书架
block,chiseled_copper,Chiseled Copper,雕纹铜块
block,chiseled_deepslate,Chiseled Deepslate,雕纹深板岩
block,chiseled_nether_bricks,Chiseled Nether Bricks,雕纹下界砖块
block,chiseled_polished_blackstone,Chiseled Polished Blackstone,雕纹磨制黑石
block,chiseled_quartz_block,Chiseled Quartz Block,雕纹石英块
block,chiseled_red_sandstone,Chiseled Red Sandstone,雕纹红砂岩
block,chiseled_resin_bricks,Chiseled Resin Bricks,雕纹树脂砖块
block,chiseled_sandstone,Chiseled Sandstone,雕纹砂岩
block,chiseled_stone_bricks,Chiseled Stone Bricks,雕纹石砖
block,chiseled_tuff,Chiseled Tuff,雕纹凝灰岩
block,chiseled_tuff_bricks,Chiseled Tuff Bricks,雕纹凝灰岩砖
block,chorus_flower,Chorus Flower,紫颂花
block,chorus_plant,Chorus Plant,紫颂植株
block,clay,Clay,黏土
block,closed_eyeblossom,Closed Eyeblossom,闭合的眼眸花
block,coal_block,Block of Coal,煤炭块
block,coal_ore,Coal Ore,煤矿石
block,coarse_dirt,Coarse Dirt,砂土
block,cobbled_deepslate,Cobbled Deepslate,深板岩圆石
block,cobbled_deepslate_slab,Cobbled Deepslate Slab,深板岩圆石台阶
block,cobbled_deepslate_stairs,Cobbled Deepslate Stairs,深板岩圆石楼梯
block,cobbled_deepslate_wall,Cobbled Deepslate Wall,深板岩圆石墙
block,cobblestone,Cobblestone,圆石
block,cobblestone_slab,Cobblestone Slab,圆石台阶
block,cobblestone_stairs,Cobblestone Stairs,圆石楼梯
block,cobblestone_wall,Cobblestone Wall,圆石墙
block,cobweb,Cobweb,蜘蛛网
block,cocoa,Cocoa,可可果
block,command_block,Command Block,命令方块
block,comparator,Redstone Comparator,红石比较器
block,composter,Composter,堆肥桶
block,conduit,Conduit,潮涌核心
